18:07:42 kwargs,  {'id': -1} <class 'dict'>
18:22:19 kwargs,  {'id': 0} <class 'dict'>
18:22:19 kwargs,  {'id': 0} <class 'dict'>
18:22:19 kwargs,  {'id': 0} <class 'dict'>
18:22:19 kwargs,  {'id': 0} <class 'dict'>
18:22:19 kwargs,  {'id': 1} <class 'dict'>
18:22:19 kwargs,  {'id': 0} <class 'dict'>
18:22:19 kwargs,  {'id': 0} <class 'dict'>
18:22:19 kwargs,  {'id': 0} <class 'dict'>
18:22:19 kwargs,  {'blog_id': 1} <class 'dict'>
18:22:19 kwargs,  {'id': 0} <class 'dict'>
18:22:19 kwargs,  {'id': 0} <class 'dict'>
18:22:19 kwargs,  {'id': 0} <class 'dict'>
18:22:19 kwargs,  {'id': 0} <class 'dict'>
18:22:19 kwargs,  {'id': 0} <class 'dict'>
18:22:19 kwargs,  {'id': 0} <class 'dict'>
18:22:19 kwargs,  {'id': 0} <class 'dict'>
18:22:19 kwargs,  {'id': 5} <class 'dict'>
18:22:59 kwargs,  {'id': 1} <class 'dict'>
18:22:59 kwargs,  {'id': 0} <class 'dict'>
18:22:59 kwargs,  {'id': 0} <class 'dict'>
18:22:59 kwargs,  {'id': 0} <class 'dict'>
18:22:59 kwargs,  {'blog_id': 1} <class 'dict'>
18:22:59 kwargs,  {'id': 0} <class 'dict'>
18:22:59 kwargs,  {'id': 0} <class 'dict'>
18:22:59 kwargs,  {'id': 0} <class 'dict'>
18:22:59 kwargs,  {'id': 0} <class 'dict'>
18:22:59 kwargs,  {'id': 0} <class 'dict'>
18:22:59 kwargs,  {'id': 0} <class 'dict'>
18:22:59 kwargs,  {'id': 0} <class 'dict'>
18:22:59 kwargs,  {'id': 5} <class 'dict'>
18:23:00 kwargs,  {'id': 1} <class 'dict'>
18:23:00 kwargs,  {'id': 0} <class 'dict'>
18:23:00 kwargs,  {'id': 0} <class 'dict'>
18:23:00 kwargs,  {'id': 0} <class 'dict'>
18:23:00 kwargs,  {'blog_id': 1} <class 'dict'>
18:23:00 kwargs,  {'id': 0} <class 'dict'>
18:23:00 kwargs,  {'id': 0} <class 'dict'>
18:23:00 kwargs,  {'id': 0} <class 'dict'>
18:23:00 kwargs,  {'id': 0} <class 'dict'>
18:23:00 kwargs,  {'id': 0} <class 'dict'>
18:23:00 kwargs,  {'id': 0} <class 'dict'>
18:23:00 kwargs,  {'id': 0} <class 'dict'>
18:23:00 kwargs,  {'id': 5} <class 'dict'>
18:23:12 kwargs,  {'id': 1} <class 'dict'>
18:23:12 kwargs,  {'id': 0} <class 'dict'>
18:23:12 kwargs,  {'id': 0} <class 'dict'>
18:23:12 kwargs,  {'id': 0} <class 'dict'>
18:23:12 kwargs,  {'blog_id': 1} <class 'dict'>
18:23:12 kwargs,  {'id': 0} <class 'dict'>
18:23:12 kwargs,  {'id': 0} <class 'dict'>
18:23:12 kwargs,  {'id': 0} <class 'dict'>
18:23:12 kwargs,  {'id': 0} <class 'dict'>
18:23:12 kwargs,  {'id': 0} <class 'dict'>
18:23:12 kwargs,  {'id': 0} <class 'dict'>
18:23:12 kwargs,  {'id': 0} <class 'dict'>
18:23:12 kwargs,  {'id': 5} <class 'dict'>
18:23:13 kwargs,  {'id': 1} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'blog_id': 1} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 5} <class 'dict'>
18:23:13 kwargs,  {'id': 1} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'blog_id': 1} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 5} <class 'dict'>
18:23:13 kwargs,  {'id': 1} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'blog_id': 1} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 0} <class 'dict'>
18:23:13 kwargs,  {'id': 5} <class 'dict'>
18:24:05 kwargs,  {'id': 5} <class 'dict'>
18:24:05 kwargs,  {'id': 0} <class 'dict'>
18:24:05 kwargs,  {'id': 0} <class 'dict'>
18:24:05 kwargs,  {'id': 0} <class 'dict'>
18:24:05 kwargs,  {'id': 0} <class 'dict'>
18:24:05 kwargs,  {'id': 0} <class 'dict'>
18:24:05 kwargs,  {'id': 0} <class 'dict'>
18:24:05 kwargs,  {'id': 0} <class 'dict'>
18:24:05 kwargs,  {'id': 0} <class 'dict'>
18:24:05 kwargs,  {'id': 1} <class 'dict'>
18:24:05 kwargs,  {'id': 0} <class 'dict'>
18:24:05 kwargs,  {'id': 0} <class 'dict'>
18:24:05 kwargs,  {'id': 0} <class 'dict'>
18:24:05 kwargs,  {'blog_id': 1} <class 'dict'>
18:24:05 kwargs,  {'id': 0} <class 'dict'>
18:24:05 kwargs,  {'id': 0} <class 'dict'>
18:24:05 kwargs,  {'id': 0} <class 'dict'>
18:24:05 kwargs,  {'id': 0} <class 'dict'>
18:24:05 kwargs,  {'id': 0} <class 'dict'>
18:24:05 kwargs,  {'id': 0} <class 'dict'>
18:24:05 kwargs,  {'id': 0} <class 'dict'>
18:24:05 kwargs,  {'id': 0} <class 'dict'>
18:24:05 kwargs,  {'id': 5} <class 'dict'>
18:27:58 kwargs,  {'id': 1} <class 'dict'>
18:27:58 kwargs,  {'id': 0} <class 'dict'>
18:27:58 kwargs,  {'id': 0} <class 'dict'>
18:27:58 kwargs,  {'id': 0} <class 'dict'>
18:27:58 kwargs,  {'blog_id': 1} <class 'dict'>
18:28:16 kwargs,  {'id': 1} <class 'dict'>
18:28:16 kwargs,  {'id': 0} <class 'dict'>
18:28:16 kwargs,  {'id': 0} <class 'dict'>
18:28:16 kwargs,  {'id': 0} <class 'dict'>
18:28:16 kwargs,  {'blog_id': 1} <class 'dict'>
18:28:16 kwargs,  {'id': 5} <class 'dict'>
18:28:19 kwargs,  {'id': 5} <class 'dict'>
18:28:19 kwargs,  {'id': 5} <class 'dict'>
18:28:19 kwargs,  {'id': 1} <class 'dict'>
18:28:19 kwargs,  {'id': 0} <class 'dict'>
18:28:19 kwargs,  {'id': 0} <class 'dict'>
18:28:19 kwargs,  {'id': 0} <class 'dict'>
18:28:19 kwargs,  {'blog_id': 1} <class 'dict'>
18:28:19 kwargs,  {'id': 0} <class 'dict'>
18:28:19 kwargs,  {'id': 5} <class 'dict'>
18:28:23 kwargs,  {'id': 5} <class 'dict'>
18:28:23 kwargs,  {'id': 5} <class 'dict'>
18:28:37 kwargs,  {'id': 5} <class 'dict'>
18:28:37 kwargs,  {'id': 5} <class 'dict'>
18:28:37 kwargs,  {'id': 0} <class 'dict'>
18:28:37 kwargs,  {'id': 0} <class 'dict'>
18:28:37 kwargs,  {'id': 0} <class 'dict'>
18:28:37 kwargs,  {'id': 0} <class 'dict'>
18:28:37 kwargs,  {'id': 0} <class 'dict'>
18:28:37 kwargs,  {'id': 0} <class 'dict'>
18:28:37 kwargs,  {'id': 0} <class 'dict'>
18:28:39 kwargs,  {'id': 5} <class 'dict'>
18:28:39 kwargs,  {'id': 0} <class 'dict'>
18:28:39 kwargs,  {'id': 0} <class 'dict'>
18:28:39 kwargs,  {'id': 0} <class 'dict'>
18:28:39 kwargs,  {'id': 0} <class 'dict'>
18:28:39 kwargs,  {'blog_id': 5} <class 'dict'>
18:28:39 kwargs,  {'id': 0} <class 'dict'>
18:28:39 kwargs,  {'id': 5} <class 'dict'>
18:28:53 kwargs,  {'id': 0} <class 'dict'>
18:28:53 kwargs,  {'id': 0} <class 'dict'>
18:28:53 kwargs,  {'id': 0} <class 'dict'>
18:28:53 kwargs,  {'id': 0} <class 'dict'>
19:30:07 kwargs,  {'id': 0} <class 'dict'>
19:30:07 kwargs,  {'id': 0} <class 'dict'>
19:30:07 kwargs,  {'id': 0} <class 'dict'>
19:30:07 kwargs,  {'id': 0} <class 'dict'>
19:32:55 kwargs,  {'username': '123'} <class 'dict'>
19:32:55 kwargs,  {'id': 0} <class 'dict'>
19:32:55 kwargs,  {'id': 0} <class 'dict'>
19:32:55 kwargs,  {'id': 0} <class 'dict'>
19:32:55 kwargs,  {'id': 0} <class 'dict'>
19:33:08 kwargs,  {'username': 'test'} <class 'dict'>
19:33:08 debug 5
19:33:08 kwargs,  {'id': 0} <class 'dict'>
19:33:08 kwargs,  {'id': 0} <class 'dict'>
19:33:08 kwargs,  {'id': 0} <class 'dict'>
19:33:08 kwargs,  {'id': 0} <class 'dict'>
19:33:41 kwargs,  {'id': 0} <class 'dict'>
19:33:41 kwargs,  {'id': 0} <class 'dict'>
19:33:41 kwargs,  {'id': 0} <class 'dict'>
19:33:41 kwargs,  {'id': 0} <class 'dict'>
19:37:39 kwargs,  {'id': 6} <class 'dict'>
19:37:41 kwargs,  {'username': '123'} <class 'dict'>
19:37:41 kwargs,  {'id': 0} <class 'dict'>
19:37:41 kwargs,  {'id': 0} <class 'dict'>
19:37:41 kwargs,  {'id': 0} <class 'dict'>
19:37:41 kwargs,  {'id': 0} <class 'dict'>
19:37:46 kwargs,  {'id': 5} <class 'dict'>
19:37:46 kwargs,  {'id': 5} <class 'dict'>
19:40:10 kwargs,  {'id': 0} <class 'dict'>
19:40:10 kwargs,  {'id': 0} <class 'dict'>
19:40:10 kwargs,  {'id': 0} <class 'dict'>
19:40:10 kwargs,  {'id': 0} <class 'dict'>
19:40:12 kwargs,  {'id': 5} <class 'dict'>
19:40:12 kwargs,  {'id': 5} <class 'dict'>
19:40:39 kwargs,  {'id': 5} <class 'dict'>
19:40:39 kwargs,  {'id': 5} <class 'dict'>
19:40:44 kwargs,  {'id': 5} <class 'dict'>
19:41:12 kwargs,  {'id': 0} <class 'dict'>
19:41:12 kwargs,  {'id': 0} <class 'dict'>
19:41:12 kwargs,  {'id': 0} <class 'dict'>
19:41:12 kwargs,  {'id': 0} <class 'dict'>
19:41:13 kwargs,  {'id': 5} <class 'dict'>
19:41:13 kwargs,  {'id': 5} <class 'dict'>
19:41:15 kwargs,  {'id': 5} <class 'dict'>
19:51:19 kwargs,  {'id': 5} <class 'dict'>
19:51:19 kwargs,  {'id': 5} <class 'dict'>
19:51:19 kwargs,  {'id': 0} <class 'dict'>
19:51:19 kwargs,  {'id': 0} <class 'dict'>
19:52:13 kwargs,  {'id': 5} <class 'dict'>
19:52:13 kwargs,  {'id': 5} <class 'dict'>
19:52:13 kwargs,  {'id': 0} <class 'dict'>
19:52:13 kwargs,  {'id': 0} <class 'dict'>
19:52:15 kwargs,  {'id': 5} <class 'dict'>
19:52:15 kwargs,  {'id': 5} <class 'dict'>
19:52:15 kwargs,  {'id': 0} <class 'dict'>
19:52:15 kwargs,  {'id': 0} <class 'dict'>
19:52:15 kwargs,  {'id': 5} <class 'dict'>
19:52:15 kwargs,  {'id': 5} <class 'dict'>
19:52:15 kwargs,  {'id': 0} <class 'dict'>
19:52:15 kwargs,  {'id': 0} <class 'dict'>
19:52:34 kwargs,  {'id': 5} <class 'dict'>
19:52:34 kwargs,  {'id': 5} <class 'dict'>
19:52:34 kwargs,  {'id': 0} <class 'dict'>
19:52:34 kwargs,  {'id': 0} <class 'dict'>
19:52:56 kwargs,  {'id': 5} <class 'dict'>
19:52:56 kwargs,  {'id': 5} <class 'dict'>
19:52:56 kwargs,  {'id': 0} <class 'dict'>
19:52:56 kwargs,  {'id': 0} <class 'dict'>
19:52:56 kwargs,  {'id': 0} <class 'dict'>
19:52:56 kwargs,  {'id': 0} <class 'dict'>
19:52:56 kwargs,  {'id': 0} <class 'dict'>
19:52:56 debug 2
19:52:56 kwargs,  {'id': 5} <class 'dict'>
19:52:57 kwargs,  {'id': 5} <class 'dict'>
19:52:57 kwargs,  {'id': 0} <class 'dict'>
19:52:57 kwargs,  {'id': 0} <class 'dict'>
19:52:57 kwargs,  {'id': 0} <class 'dict'>
19:53:03 kwargs,  {'id': 0} <class 'dict'>
19:53:03 kwargs,  {'id': 0} <class 'dict'>
19:53:03 kwargs,  {'id': 0} <class 'dict'>
19:53:03 kwargs,  {'id': 0} <class 'dict'>
19:53:23 kwargs,  {'username': 'wyb'} <class 'dict'>
19:53:23 kwargs,  {'id': 0} <class 'dict'>
19:53:23 kwargs,  {'id': 0} <class 'dict'>
19:53:23 kwargs,  {'id': 0} <class 'dict'>
19:53:23 kwargs,  {'id': 0} <class 'dict'>
19:53:26 kwargs,  {'id': 4} <class 'dict'>
19:53:26 kwargs,  {'id': 4} <class 'dict'>
19:53:26 kwargs,  {'id': 0} <class 'dict'>
19:53:26 kwargs,  {'id': 0} <class 'dict'>
19:53:26 kwargs,  {'id': 0} <class 'dict'>
19:53:29 kwargs,  {'id': 4} <class 'dict'>
19:53:29 kwargs,  {'id': 4} <class 'dict'>
19:53:29 kwargs,  {'id': 0} <class 'dict'>
19:53:29 kwargs,  {'id': 0} <class 'dict'>
19:53:29 kwargs,  {'id': 0} <class 'dict'>
19:53:29 kwargs,  {'id': 0} <class 'dict'>
19:53:29 kwargs,  {'id': 0} <class 'dict'>
19:53:29 kwargs,  {'id': 0} <class 'dict'>
19:53:29 kwargs,  {'id': 0} <class 'dict'>
19:53:29 debug 3
19:53:29 kwargs,  {'id': 4} <class 'dict'>
19:53:29 kwargs,  {'id': 4} <class 'dict'>
19:53:29 kwargs,  {'id': 0} <class 'dict'>
19:53:29 kwargs,  {'id': 0} <class 'dict'>
19:53:29 kwargs,  {'id': 0} <class 'dict'>
19:53:29 kwargs,  {'id': 0} <class 'dict'>
19:53:35 kwargs,  {'id': 0} <class 'dict'>
19:53:35 kwargs,  {'id': 0} <class 'dict'>
19:53:35 kwargs,  {'id': 0} <class 'dict'>
19:53:35 kwargs,  {'id': 0} <class 'dict'>
19:53:35 deleted todo id 3
19:53:35 kwargs,  {'id': 4} <class 'dict'>
19:53:35 kwargs,  {'id': 4} <class 'dict'>
19:53:35 kwargs,  {'id': 0} <class 'dict'>
19:53:35 kwargs,  {'id': 0} <class 'dict'>
19:53:35 kwargs,  {'id': 0} <class 'dict'>
19:53:36 kwargs,  {'id': 0} <class 'dict'>
19:53:36 kwargs,  {'id': 0} <class 'dict'>
19:53:36 kwargs,  {'id': 0} <class 'dict'>
19:53:36 deleted todo id 4
19:53:36 kwargs,  {'id': 4} <class 'dict'>
19:53:36 kwargs,  {'id': 4} <class 'dict'>
19:53:36 kwargs,  {'id': 0} <class 'dict'>
19:53:36 kwargs,  {'id': 0} <class 'dict'>
19:54:11 kwargs,  {'id': 4} <class 'dict'>
19:54:11 kwargs,  {'id': 4} <class 'dict'>
19:54:11 kwargs,  {'author_id': 4} <class 'dict'>
19:54:11 kwargs,  {'id': 0} <class 'dict'>
19:54:11 kwargs,  {'id': 0} <class 'dict'>
19:54:48 kwargs,  {'id': 0} <class 'dict'>
19:54:48 kwargs,  {'id': 0} <class 'dict'>
19:54:48 kwargs,  {'id': 0} <class 'dict'>
19:54:48 kwargs,  {'id': 0} <class 'dict'>
19:54:50 kwargs,  {'id': 0} <class 'dict'>
19:54:50 kwargs,  {'id': 0} <class 'dict'>
19:54:50 kwargs,  {'id': 0} <class 'dict'>
19:54:50 kwargs,  {'id': 0} <class 'dict'>
19:54:51 kwargs,  {'id': 0} <class 'dict'>
19:54:51 kwargs,  {'id': 0} <class 'dict'>
19:54:51 kwargs,  {'id': 0} <class 'dict'>
19:54:51 kwargs,  {'id': 0} <class 'dict'>
19:54:52 kwargs,  {'id': 4} <class 'dict'>
19:54:52 kwargs,  {'id': 4} <class 'dict'>
19:54:55 kwargs,  {'id': 4} <class 'dict'>
19:54:56 kwargs,  {'id': 4} <class 'dict'>
19:54:56 kwargs,  {'author_id': 4} <class 'dict'>
19:54:56 kwargs,  {'id': 0} <class 'dict'>
19:54:56 kwargs,  {'id': 0} <class 'dict'>
19:56:09 kwargs,  {'id': 0} <class 'dict'>
19:56:09 kwargs,  {'id': 0} <class 'dict'>
19:56:09 kwargs,  {'id': 0} <class 'dict'>
19:56:09 kwargs,  {'id': 0} <class 'dict'>
19:57:52 kwargs,  {'id': 4} <class 'dict'>
19:57:52 kwargs,  {'id': 4} <class 'dict'>
19:58:01 kwargs,  {'id': 4} <class 'dict'>
19:58:01 kwargs,  {'id': 4} <class 'dict'>
19:58:01 kwargs,  {'id': 0} <class 'dict'>
19:58:06 kwargs,  {'username': '123'} <class 'dict'>
19:58:06 kwargs,  {'id': 0} <class 'dict'>
19:58:07 kwargs,  {'id': 5} <class 'dict'>
19:58:07 kwargs,  {'id': 5} <class 'dict'>
19:58:16 kwargs,  {'id': 5} <class 'dict'>
19:58:16 kwargs,  {'id': 5} <class 'dict'>
19:58:16 kwargs,  {'id': 0} <class 'dict'>
19:58:16 kwargs,  {'id': 0} <class 'dict'>
19:58:16 kwargs,  {'id': 0} <class 'dict'>
19:58:21 kwargs,  {'id': 1} <class 'dict'>
19:58:21 kwargs,  {'id': 0} <class 'dict'>
19:58:21 kwargs,  {'id': 0} <class 'dict'>
19:58:21 kwargs,  {'blog_id': 1} <class 'dict'>
19:58:21 kwargs,  {'id': 0} <class 'dict'>
19:58:21 kwargs,  {'id': 5} <class 'dict'>
19:58:41 kwargs,  {'id': 5} <class 'dict'>
19:58:41 kwargs,  {'id': 5} <class 'dict'>
19:58:41 kwargs,  {'id': 0} <class 'dict'>
19:58:41 kwargs,  {'id': 1} <class 'dict'>
19:58:41 kwargs,  {'id': 0} <class 'dict'>
19:58:41 kwargs,  {'id': 0} <class 'dict'>
19:58:41 kwargs,  {'blog_id': 1} <class 'dict'>
19:58:41 kwargs,  {'id': 0} <class 'dict'>
19:58:41 kwargs,  {'id': 0} <class 'dict'>
19:58:41 kwargs,  {'id': 5} <class 'dict'>
19:59:00 kwargs,  {'id': 1} <class 'dict'>
19:59:00 kwargs,  {'id': 0} <class 'dict'>
19:59:00 kwargs,  {'id': 0} <class 'dict'>
19:59:00 kwargs,  {'blog_id': 1} <class 'dict'>
19:59:00 kwargs,  {'id': 0} <class 'dict'>
19:59:00 kwargs,  {'id': 5} <class 'dict'>
19:59:33 kwargs,  {'id': 1} <class 'dict'>
19:59:33 kwargs,  {'id': 0} <class 'dict'>
19:59:33 kwargs,  {'id': 0} <class 'dict'>
19:59:33 kwargs,  {'blog_id': 1} <class 'dict'>
19:59:33 kwargs,  {'id': 0} <class 'dict'>
19:59:33 kwargs,  {'id': 5} <class 'dict'>
19:59:55 kwargs,  {'id': 5} <class 'dict'>
19:59:55 kwargs,  {'id': 5} <class 'dict'>
19:59:55 kwargs,  {'id': 0} <class 'dict'>
19:59:55 kwargs,  {'id': 1} <class 'dict'>
19:59:55 kwargs,  {'id': 0} <class 'dict'>
19:59:55 kwargs,  {'id': 0} <class 'dict'>
19:59:55 kwargs,  {'blog_id': 1} <class 'dict'>
19:59:55 kwargs,  {'id': 0} <class 'dict'>
19:59:55 kwargs,  {'id': 0} <class 'dict'>
19:59:55 kwargs,  {'id': 5} <class 'dict'>
20:00:24 kwargs,  {'id': 1} <class 'dict'>
20:00:24 kwargs,  {'id': 0} <class 'dict'>
20:00:24 kwargs,  {'id': 0} <class 'dict'>
20:00:24 kwargs,  {'blog_id': 1} <class 'dict'>
20:00:24 kwargs,  {'id': 0} <class 'dict'>
20:00:24 kwargs,  {'id': 0} <class 'dict'>
20:00:24 kwargs,  {'id': 5} <class 'dict'>
20:00:30 kwargs,  {'id': 1} <class 'dict'>
20:00:30 kwargs,  {'id': 0} <class 'dict'>
20:00:30 kwargs,  {'id': 0} <class 'dict'>
20:00:30 kwargs,  {'blog_id': 1} <class 'dict'>
20:00:30 kwargs,  {'id': 0} <class 'dict'>
20:00:30 kwargs,  {'id': 0} <class 'dict'>
20:00:30 kwargs,  {'id': 5} <class 'dict'>
20:00:42 kwargs,  {'id': 1} <class 'dict'>
20:00:42 kwargs,  {'id': 0} <class 'dict'>
20:00:42 kwargs,  {'id': 0} <class 'dict'>
20:00:42 kwargs,  {'blog_id': 1} <class 'dict'>
20:00:42 kwargs,  {'id': 0} <class 'dict'>
20:00:42 kwargs,  {'id': 0} <class 'dict'>
20:00:42 kwargs,  {'id': 5} <class 'dict'>
20:00:52 kwargs,  {'id': 1} <class 'dict'>
20:00:52 kwargs,  {'id': 0} <class 'dict'>
20:00:52 kwargs,  {'id': 0} <class 'dict'>
20:00:52 kwargs,  {'blog_id': 1} <class 'dict'>
20:00:52 kwargs,  {'id': 0} <class 'dict'>
20:00:52 kwargs,  {'id': 0} <class 'dict'>
20:00:52 kwargs,  {'id': 5} <class 'dict'>
20:01:07 kwargs,  {'id': 0} <class 'dict'>
20:01:07 kwargs,  {'id': 0} <class 'dict'>
20:01:15 kwargs,  {'username': 'wyb'} <class 'dict'>
20:01:15 kwargs,  {'id': 0} <class 'dict'>
20:01:15 kwargs,  {'id': 0} <class 'dict'>
20:01:16 kwargs,  {'id': 2} <class 'dict'>
20:01:16 kwargs,  {'id': 0} <class 'dict'>
20:01:16 kwargs,  {'id': 0} <class 'dict'>
20:01:16 kwargs,  {'blog_id': 2} <class 'dict'>
20:01:16 kwargs,  {'id': 0} <class 'dict'>
20:01:16 kwargs,  {'id': 0} <class 'dict'>
